0.01,0.05
0.02,0.08
0.03,-0.05
0.04,-0.02
0.05,-0.02
0.06,0.08
0.07,0.10
0.08,0.13
0.09,0.13
0.10,0.14
0.11,0.13
0.12,0.13
0.13,0.13
0.14,0.13
0.15,0.13
0.16,0.12
0.17,0.12
0.18,0.12
0.19,0.12
0.20,0.11
0.21,0.11
0.22,0.11
0.23,0.12
0.24,0.11
0.25,0.11
0.26,0.11
0.27,0.11
0.28,0.12
0.29,0.12
0.30,0.09
0.31,0.09
0.32,0.09
0.33,0.09
0.34,0.11
0.35,0.11
0.36,0.11
0.37,0.12
0.38,0.11
0.39,0.11
0.40,0.12
0.41,0.12
0.42,0.11
0.43,0.12
0.44,0.11
0.45,0.12
0.46,0.12
0.47,0.11
0.48,0.11
0.49,0.11
0.50,0.12
0.51,0.12
0.52,0.11
0.53,0.12
0.54,0.11
0.55,0.12
0.56,0.11
0.57,0.11
0.58,0.11
0.59,0.10
0.60,0.10
0.61,0.10
0.62,0.11
0.63,0.10
0.64,0.11
0.65,0.10
0.66,0.11
0.67,0.11
0.68,0.11
0.69,0.11
0.70,0.11
0.71,0.10
0.72,0.10
0.73,0.10
0.74,0.10
0.75,0.11
0.76,0.10
0.77,0.10
0.78,0.10
0.79,0.10
0.80,0.10
0.81,0.11
0.82,0.11
0.83,0.10
0.84,0.10
0.85,0.11
0.86,0.11
0.87,0.11
0.88,0.11
0.89,0.12
0.90,0.12
0.91,0.11
0.92,0.11
0.93,0.11
0.94,0.11
0.95,0.10
0.96,0.10
0.97,0.10
0.98,0.11
0.99,0.11
1.00,0.11
1.01,0.11
1.02,0.11
1.03,0.11
1.04,0.11
1.05,0.11
1.06,0.11
1.07,0.11
1.08,0.11
1.09,0.11
1.10,0.11
1.11,0.10
1.12,0.10
1.13,0.10
1.14,0.11
1.15,0.11
1.16,0.10
1.17,0.11
1.18,0.11
1.19,0.11
1.20,0.11
1.21,0.11
1.22,0.11
1.23,0.10
1.24,0.11
1.25,0.10
1.26,0.11
1.27,0.11
1.28,0.11
1.29,0.11
1.30,0.11
1.31,0.11
1.32,0.11
1.33,0.11
1.34,0.11
1.35,0.11
1.36,0.11
1.37,0.11
1.38,0.11
1.39,0.11
1.40,0.10
1.41,0.11
1.42,0.11
1.43,0.11
1.44,0.11
1.45,0.11
1.46,0.11
1.47,0.10
1.48,0.11
1.49,0.10
1.50,0.11
1.51,0.10
1.52,0.10
1.53,0.11
1.54,0.11
1.55,0.10
1.56,0.11
1.57,0.10
1.58,0.11
1.59,0.09
1.60,0.10
1.61,0.11
1.62,0.10
1.63,0.11
1.64,0.11
1.65,0.10
1.66,0.11
1.67,0.10
1.68,0.10
1.69,0.10
1.70,0.10
1.71,0.11
1.72,0.11
1.73,0.11
1.74,0.11
1.75,0.11
1.76,0.11
1.77,0.10
1.78,0.10
1.79,0.09
1.80,0.09
1.81,0.09
1.82,0.10
1.83,0.11
1.84,0.09
1.85,0.09
1.86,0.10
1.87,0.09
1.88,0.10
1.89,0.10
1.90,0.09
1.91,0.10
1.92,0.09
1.93,0.10
1.94,0.10
1.95,0.10
1.96,0.09
1.97,0.10
1.98,0.09
1.99,0.10
2.00,0.11
2.01,0.11
2.02,0.11
2.03,0.09
2.04,0.10
2.05,0.10
2.06,0.09
2.07,0.09
2.08,0.10
2.09,0.09
2.10,0.10
2.11,0.11
2.12,0.10
2.13,0.09
2.14,0.10
2.15,0.11
2.16,0.11
2.17,0.11
2.18,0.11
2.19,0.11
2.20,0.11
2.21,0.11
2.22,0.11
2.23,0.11
2.24,0.11
2.25,0.10
2.26,0.10
2.27,0.11
2.28,0.11
2.29,0.10
2.30,0.11
2.31,0.10
2.32,0.11
2.33,0.11
2.34,0.11
2.35,0.11
2.36,0.11
2.37,0.11
2.38,0.10
2.39,0.11
2.40,0.11
2.41,0.10
2.42,0.11
2.43,0.11
2.44,0.10
2.45,0.10
2.46,0.11
2.47,0.10
2.48,0.10
2.49,0.11
2.50,0.11
2.51,0.10
2.52,0.10
2.53,0.10
2.54,0.09
2.55,0.11
2.56,0.11
2.57,0.11
2.58,0.11
2.59,0.11
2.60,0.09
2.61,0.11
2.62,0.12
2.63,0.09
2.64,0.09
2.65,0.09
2.66,0.10
2.67,0.09
2.68,0.09
2.69,0.10
2.70,0.10
2.71,0.09
2.72,0.10
2.73,0.10
2.74,0.10
2.75,0.10
2.76,0.10
2.77,0.10
2.78,0.10
2.79,0.10
2.80,0.10
2.81,0.09
2.82,0.09
2.83,0.10
2.84,0.10
2.85,0.09
2.86,0.10
2.87,0.09
2.88,0.09
2.89,0.10
2.90,0.10
2.91,0.09
2.92,0.11
2.93,0.10
2.94,0.10
2.95,0.09
2.96,0.10
2.97,0.10
2.98,0.10
